pais;tipo_dato;gastos_duracion;periodo;total
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2017-04-01;117
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2017-03-01;115
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2017-02-01;109
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2017-01-01;111
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-12-01;119
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-11-01;119
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-10-01;119
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-09-01;119
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-08-01;119
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-07-01;119
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-06-01;118
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-05-01;116
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-04-01;111
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-03-01;112
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-02-01;108
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2016-01-01;102
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2015-12-01;""
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2015-11-01;""
Alemania;Acumulado en lo que va de año;Gasto medio diario por persona;2015-10-01;110
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2025-02-01;9.39
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2025-01-01;10.65
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-12-01;7.87
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-11-01;7.74
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-10-01;7.64
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-09-01;7.65
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-08-01;7.7
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-07-01;7.73
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-06-01;7.71
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-05-01;7.92
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-04-01;8.5
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-03-01;9.12
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-02-01;9.85
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2024-01-01;10.39
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2023-12-01;7.76
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2023-11-01;7.6
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2023-10-01;7.57
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2023-09-01;7.6
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2023-08-01;7.67
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2023-07-01;7.58
Alemania;Acumulado en lo que va de año;Duración media de los viajes;2023-06-01;7.61
